Title ID	Region	Name	Update Version	Required FW VERSION	PKG direct link	Last Modification Date	File Size	SHA256
35b82a5138616de8	US	Dino Dini's Kick Off	1.03	3.63	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00820/PCSE00820_T2/35b82a5138616de8/UP4489-PCSE00820_00-G000000000000817-A0103-V0100-e730db5bc3de7b4102cc68554c290002220bca1e-PE.pkg		37203776	
74f61796089e5633	EU	Uncharted: Golden Abyss	1.03	1.81	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSF00001/PCSF00001_T4/74f61796089e5633/EP9000-PCSF00001_00-0000000000000000-A0103-V0100-3a140143015381c9dab50560545190f6de4c84db-PE.pkg		93492432	
ee7168ba17ed68eb	US	ZEN Pinball 2	1.25	1.81	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00050/PCSE00050_T24/ee7168ba17ed68eb/UP4042-PCSE00050_00-ZENPINBALL200001-A0125-V0100-35e39e4a96ebcc03bedfbf00b7fc8ad41273cc41-PE.pkg		29647232	
33535c26efba618f	EU	Spelunky	1.05	3.3	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB00359/PCSB00359_T4/33535c26efba618f/EP4407-PCSB00359_00-SPELUNKY00000000-A0105-V0100-26b2d03b4d5a0b74143fd969659e7234353fd27b-PE.pkg		6868224	
a24b0259eaa31750	ASIA	HELLDIVERS 绝地潜兵	7.01	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSD00097/PCSD00097_T13/a24b0259eaa31750/HP9000-PCSD00097_00-HELLDIVERSSCECH0-A0701-V0100-f34d2f4948d8118c2a966c2c95a6fd44d8c3c0ac-PE.pkg		173945616	
65a67f3d6c84eb31	ASIA	HELLDIVERS 绝地潜兵	7.02	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSD00097/PCSD00097_T14/65a67f3d6c84eb31/HP9000-PCSD00097_00-HELLDIVERSSCECH0-A0702-V0100-376298dbb4ffd38d28d747fe122c70965ce064a2-PE.pkg		174290448	
8c7e599a970bb3fa	JP	新釈・剣の街の異邦人 ～黒の宮殿～	1.2	3.6	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSG00878/PCSG00878_T1/8c7e599a970bb3fa/JP0091-PCSG00878_00-NSOABLACKPALACE1-A0120-V0101-2a8b718237121fc576d3520005039e61af5d280c-PE.pkg		45569152	
10f8948c8ad98514	EU	Minecraft: PlayStation Vita Edition	1.83	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB00560/PCSB00560_T73/10f8948c8ad98514/EP4433-PCSB00560_00-MINECRAFTVIT0000-A0183-V0100-6a580a32534e8d5ff58420ed87e63922630816f1-SP-PE.pkg		34085584	
f40a4bb1a429dbb4	ASIA	BURIED STARS	1.01	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSH10053/PCSH10053_T0/f40a4bb1a429dbb4/HP1422-PCSH10053_00-0000000000000000-A0101-V0100-628c92426c4eee1f5b0c3c1f970a5d7910214cd0-PE.pkg		750131920	
312d8ff865cb51f0	JP	結城友奈は勇者である 樹海の記憶	1.02	3.35	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSG00502/PCSG00502_T2/312d8ff865cb51f0/JP0536-PCSG00502_00-YUNAJUKAINOKIOKU-A0102-V0100-b7f1e8f39d87c1c1e4500b292a600d44dfaafada-PE.pkg		38015648	
457ed6122b5c079b	JP	Shingeki no Kyojin	1.03	3.55	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSG00762/PCSG00762_T5/457ed6122b5c079b/JP0106-PCSG00762_00-AT1JPHDDGAME0000-A0103-V0100-aa6d98ceb70e5dcc346f0af065e7edec51f0f7ce-PE.pkg		24183952	
69bbebb9228b3b27	US	Pachi Pachi on a Roll	1.01	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01498/PCSE01498_T0/69bbebb9228b3b27/UP3686-PCSE01498_00-PACHIPGAMEVITANA-A0101-V0100-40f7af031438684a7796f3bc864a209b2a9408c2-PE.pkg		70483216	
PCSE01104	US	Touhou Kobuto V: Burst Battle	1.03	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01104/PCSE01104_T4/1b48957b448a6b13/UP1063-PCSE01104_00-KBTVGAME00000001-A0103-V0100-d7c9f86c71c4e24be4dba1f627f0a987aca9f99c-SP-PE.pkg		62866112	
8a860ca2160ecde6	JP	SuperZangyura	1.03	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSG01207/PCSG01207_T3/8a860ca2160ecde6/JP0704-PCSG01207_00-SUPERZANGYURA000-A0103-V0100-b2252abe47bdbf2c8f2f079a26e0fc4a9ad81bdf-PE.pkg		4404960	
8c6217596877cd52	US	Minecraft: PlayStation Vita Edition	1.77	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00491/PCSE00491_T76/8c6217596877cd52/UP4433-PCSE00491_00-MINECRAFTVIT0000-A0177-V0100-c5ea0fcb7e9f31314cdb973a6f381ba309beccff-PE.pkg		1204661440	
1444e9a222f07627	ASIA	Horizon Chase Turbo	1.01	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSH10315/PCSH10315_T0/1444e9a222f07627/HP2005-PCSH10315_00-HORIZONCHASETURB-A0101-V0100-168d8a5ff5b8abdd3885898a0f5e917361eb3f92-PE.pkg		219361824	
7a3bb7b2e4515c5b	EU	FIFA 13 (FR)	1.01	1.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB00171/PCSB00171_T0/7a3bb7b2e4515c5b/EP0006-PCSB00171_00-FIFAVITA20130001-A0101-V0100-d47d2103819cffa7373939c9414e647754f24c8d-PE.pkg		26078368	
0a538134a15982c5	JP	実況パワフルプロ野球２０１８	1.01	3.67	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSG01164/PCSG01164_T18/0a538134a15982c5/JP0101-PCSG01164_00-PAWAPURO2018B001-A0101-V0100-96755979c46903a815d48b6838241b593e92500d-PE.pkg		134299360	
14713d4cc3b68c22	US	Dragon Ball Z: Battle of Z	1.01	2.61	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00305/PCSE00305_T0/14713d4cc3b68c22/UP0700-PCSE00305_00-PRODUCTPACKAGE01-A0101-V0100-ee5c952cab474425c0bef6ce506838cf4563c6db-PE.pkg		10210096	
7c51afb652a7014b	US	Unit 13	1.01	1.6	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSA00014/PCSA00014_T17/7c51afb652a7014b/UP9000-PCSA00014_00-UNIT13ZIPPER0100-A0101-V0100-7a159437305f5b4a3d6824be820c8a5e002f76f0-PE.pkg		8935872	
ba0a82497d694ba5	US	Sound Shapes	1.14	3.15	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSA00003/PCSA00003_T17/ba0a82497d694ba5/UP9000-PCSA00003_00-SOUNDSHAPES00000-A0114-V0100-388e0c5905944d87490e945cc8f31aa8f9b19c82-PE.pkg		252554720	
d2737e4ea2005c7e	US	Killer Dolls United	1.04	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01515/PCSE01515_T3/d2737e4ea2005c7e/UP0665-PCSE01515_00-KILLERDOLLSUNVAM-A0104-V0100-1904ab2ecb575bdc9642e8244bbd3e7005b0ebf5-PE.pkg		108109632	
37abea1010a48ff0	US	Ultra Mission	1.01	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01513/PCSE01513_T0/37abea1010a48ff0/UP8008-PCSE01513_00-TRUELASTVITAGAME-A0101-V0100-70cc5744747e16934fc25e2e43c4cda4e5fe9666-PE.pkg		22004800	
b74b17f3752ce334	US	Battle Rockets	1.01	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01507/PCSE01507_T1/b74b17f3752ce334/UP8008-PCSE01507_00-BATTLEROCKETS2NA-A0101-V0101-5d665bfe0247967dd2185bebf09c48dfb16a3d7d-PE.pkg		663952	
e12b3daf244142ee	US	ScourgeBringer	1.6	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01505/PCSE01505_T0/e12b3daf244142ee/UP1309-PCSE01505_00-THELASTVITAGAME0-A0160-V0100-0cf259def2a5b6415dfdd9194b57f8938efaa019-PE.pkg		20207328	
0fb34713ce26a772	US	Retro City Rampage DX	1.01	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00546/PCSE00546_T1/0fb34713ce26a772/UP2077-PCSE00546_00-RETROCITYRAMPAGE-A0101-V0100-ec1eb5a93db887f880df28590665ca7700be473a-PE.pkg		13374832	
497965568aeef20b	US	Rabi-Ribi	1.03	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01111/PCSE01111_T0/497965568aeef20b/UP0737-PCSE01111_00-SP00000000200001-A0103-V0100-3aa777d83ab9fb0de67d16a60d833a966762581a-PE.pkg		36121008	
45b9147a5ccd808b	US	Shakedown: Hawaii	1.05	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01125/PCSE01125_T4/45b9147a5ccd808b/UP2077-PCSE01125_00-SHAKEDOWNHAWAII0-A0105-V0100-f503840ae60772965afb4afdefa92c862b4e7729-PE.pkg		44847696	
32d641f0efb688a9	US	Night Trap - 25th Anniversary Edition	1.01	3.68	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01149/PCSE01149_T0/32d641f0efb688a9/UP3455-PCSE01149_00-NIGHTTRAPANNI003-A0101-V0100-790f1521a8750c3f2c53f2ed0aa0cea6065dbea0-PE.pkg		69915808	
bcde7f3d84c92ade	US	MUSYNX	1.04	3.68	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01184/PCSE01184_T10/bcde7f3d84c92ade/UP2011-PCSE01184_00-MUSYNCPSVUS00000-A0104-V0102-0efc58aa1b748a80a9ce53d29364814d7009939d-PE.pkg		457917344	
9c2fc2beae09e92a	US	Sir Eatsalot	1.01	3.67	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01240/PCSE01240_T0/9c2fc2beae09e92a/UP4762-PCSE01240_00-G000000000001137-A0101-V0100-c834189d59e934da501980cb97a3c9b96c40c84d-PE.pkg		576416736	
761ee4cf15349c17	US	Pato Box	1.01	3.68	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01268/PCSE01268_T4/761ee4cf15349c17/UP0209-PCSE01268_00-BRPB201800000000-A0101-V0100-245e6c42a68c1dcddb60edc43bdd8882ac449165-PE.pkg		365539792	
efb7b32a71b1683a	US	VASARA Collection	1.02	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01314/PCSE01314_T0/efb7b32a71b1683a/UP2158-PCSE01314_00-VASARAHDCOLLEPSV-A0102-V0100-851ce53e4d4f26bbfb2ae16f59a1c71926b1d8e7-PE.pkg		17696944	
e1c2045ec8336b6e	US	Nurse Love Syndrome	1.01	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01318/PCSE01318_T0/e1c2045ec8336b6e/UP1056-PCSE01318_00-NURSELOVESYNUS00-A0101-V0100-489fcd4ee72d14060666d5fe65ae6052d004c7eb-PE.pkg		2236893120	
b5102b9afe0e594f	US	Asdivine Hearts II	1.01	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01335/PCSE01335_T0/b5102b9afe0e594f/UP2500-PCSE01335_00-US0AHEARTS20VITA-A0101-V0100-029cab6447c2c8e5f8b52e86b377c4eb740a51a0-PE.pkg		27983440	
38af3f3eb912cfea	US	Romancing SaGa 3	1.02	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01337/PCSE01337_T1/38af3f3eb912cfea/UP0082-PCSE01337_00-ROMANCINGSAGA3HD-A0102-V0100-3b684a7129f037b377c725ea2c15f0007cf19a6e-PE.pkg		254402304	
e296b37dd8bd3ef8	US	Bonds of the Skies	1.01	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01368/PCSE01368_T0/e296b37dd8bd3ef8/UP2500-PCSE01368_00-US0BOFTHES00VITA-A0101-V0100-29e51b792474ade2af377871d12b880bf43ad779-PE.pkg		22729408	
61ab60fc430e5538	US	Crossovers by POWGI	1.01	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01377/PCSE01377_T0/61ab60fc430e5538/UP3743-PCSE01377_00-CROSSOVERSBYPOWG-A0101-V0100-67ad0f0bf800e12cc47af134105224d998ac5697-PE.pkg		22132272	
3e39f767ce55086b	US	Conga Master Go	1.02	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01406/PCSE01406_T1/3e39f767ce55086b/UP3686-PCSE01406_00-CONGAMASTERVITUS-A0102-V0100-523f1431a6d64703aa8e17b0968e2360aa7262a7-PE.pkg		28753984	
82121b88b545dc06	US	Spirit Hunter: NG	1.01	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01407/PCSE01407_T0/82121b88b545dc06/UP1024-PCSE01407_00-SPIRITHUNTERNGUS-A0101-V0101-6233300780581369624c453a1e06d2600a8e9c9b-PE.pkg		9077680	
f2cbb60ca3b52240	US	Vasilis	1.01	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01412/PCSE01412_T0/f2cbb60ca3b52240/UP1675-PCSE01412_00-SYPSVVASILIS0000-A0101-V0100-63fd91a9456d75e8c853c16b50405df2097af563-PE.pkg		21553216	
74c999b65b433ae1	US	Pantsu Hunter	1.01	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01417/PCSE01417_T0/74c999b65b433ae1/UP1675-PCSE01417_00-SYPSVPANTSUHUNTE-A0101-V0100-c0667f0d136ecd7b27663ba22edeaaa17bee3c71-PE.pkg		200310240	
a6533dd7b3f6f9c5	US	Color Slayer	1.02	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01423/PCSE01423_T1/a6533dd7b3f6f9c5/UP0665-PCSE01423_00-COLORSLAYERPSVAM-A0102-V0101-f1e1d742c3b81396e7aa84294bdd5209289c4cc0-PE.pkg		37859552	
63017906241c7223	US	Asdivine Menace	1.01	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01419/PCSE01419_T0/63017906241c7223/UP2500-PCSE01419_00-US0AMENACE00VITA-A0101-V0100-93a7f7aa30aecddf7986f301ddc65f5964ac51d6-PE.pkg		24861312	
e49a97737f04989a	US	Wizards of Brandel	1.01	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01432/PCSE01432_T0/e49a97737f04989a/UP2500-PCSE01432_00-US0BRANDEL00VITA-A0101-V0100-ef985fd107096afca9dad4c5abb6123ab937f661-PE.pkg		27580976	
886f63dfa639700a	US	Pic-a-Pix Classic 2	1.01	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01435/PCSE01435_T0/886f63dfa639700a/UP3743-PCSE01435_00-PICAPIXCLASSIC02-A0101-V0100-79ea1341f7ad167132900008319eb44372ca9f44-PE.pkg		124520384	
401003de455e4e74	US	Football Game	1.01	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01443/PCSE01443_T0/401003de455e4e74/UP0891-PCSE01443_00-RATAFOOTBALLGAME-A0101-V0100-1966e26c0a5157607af473fb2646701dd1dd5b1f-PE.pkg		1925008	
a2a91ae9b4acde67	US	Active Neurons	1.01	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01448/PCSE01448_T0/a2a91ae9b4acde67/UP1675-PCSE01448_00-SYPSVACTIVENEURO-A0101-V0100-652d6bcff73e310b5a3a8bd904ce854dc25f0e9d-PE.pkg		22620560	
fb98b0b96df63567	US	Twin Breaker: A Sacred Symbols Adventure	1.05	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01452/PCSE01452_T4/fb98b0b96df63567/UP4836-PCSE01452_00-TWINBREAKERONPSV-A0105-V0100-874c90b20096bee9ec63ad1e73da2610b9217c4d-PE.pkg		4918064	
d29a2bf954285485	US	Explosive Jake	1.01	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01454/PCSE01454_T0/d29a2bf954285485/UP1675-PCSE01454_00-SYPSVEXPLOSIVEJA-A0101-V0100-29ee9749a93ef3bfcaeee85f4b90af4a7ddb120f-PE.pkg		22998528	
333f18272186f367	US	Bucket Knight	1.01	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01455/PCSE01455_T0/333f18272186f367/UP1675-PCSE01455_00-SYPSVBUCKETKNIGH-A0101-V0100-234f383ed8eaf64707c958f02f47ec928733ecf5-PE.pkg		26394912	
af35e9e5afed1377	US	Yumeutsutsu Re:Master	1.01	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01461/PCSE01461_T0/af35e9e5afed1377/UP1056-PCSE01461_00-YURIMASTER000000-A0101-V0100-faab2bc9ac8dd781d0530347f5dc003a656f812b-PE.pkg		9751408	
0b09d15eb5afec39	US	Demon's Tier+	1.01	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01467/PCSE01467_T0/0b09d15eb5afec39/UP1778-PCSE01467_00-DEMON00000000000-A0101-V0100-bd9d135c36b999ebfc4e8a71185dc425bf9a7b1b-PE.pkg		21025008	
15ca700621bf2ac7	US	Battle Rockets	1.01	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01478/PCSE01478_T0/15ca700621bf2ac7/UP8008-PCSE01478_00-BATTLEROCKETSUSA-A0101-V0100-031ab1d9f15af34a7d25bed96df900f9ee8d2412-PE.pkg		9206496	
57f403e0270bac85	US	Mushroom Heroes	1.01	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01479/PCSE01479_T0/57f403e0270bac85/UP3686-PCSE01479_00-MUSHROOMHEVITANA-A0101-V0100-ee352637d0be1d7dbc91c37fed049ab64172b819-PE.pkg		69579632	
c016d19874e2fd90	US	Kawaii Deathu Desu	1.03	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01491/PCSE01491_T2/c016d19874e2fd90/UP5155-PCSE01491_00-KAWAIIDDS0000001-A0103-V0100-90269e3766ca00d8940ffe413b099c3d146f8d01-PE.pkg		158627984	
5aaf15484508a340	US	Astro Aqua Kitty	1.01	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01497/PCSE01497_T0/5aaf15484508a340/UP4501-PCSE01497_00-ASTROCATSVT000US-A0101-V0100-046375b9eb5f6d74dbd0d21f8f2accdaf97e5a37-PE.pkg		220039376	
ea6187ba303240e1	US	Habroxia 2	1.02	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01504/PCSE01504_T1/ea6187ba303240e1/UP4836-PCSE01504_00-HABROXIA2GAMEPSV-A0102-V0100-662ae1db0f64a1fd1077d30cb068fe37813f4e80-PE.pkg		20086592	
83dc59a45857bc1c	US	Russian Subway Dogs	1.01	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01226/PCSE01226_T1/83dc59a45857bc1c/UP0634-PCSE01226_00-RUSSUBDOGSPSV000-A0101-V0101-f29e72ccb6335935a59c096ba096db6be283847d-PE.pkg		86068880	
1c7883f564f6d1cb	EU	Conga Master Go	1.02	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01368/PCSB01368_T1/1c7883f564f6d1cb/EP3540-PCSB01368_00-G000000000001278-A0102-V0100-9feea7a57d727134d81e83f0d1565485ef9adf17-PE.pkg		28828336	
c41c176b313d05db	EU	Ghoulboy	1.02	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01378/PCSB01378_T1/c41c176b313d05db/EP3540-PCSB01378_00-G000000000001288-A0102-V0100-75be2af1904d8ab53732ecdfe92a2af69635e327-PE.pkg		83913888	
f98886fa61ec970c	US	CLIFF DIVING	1.01	1.66	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSA00038/PCSA00038_T0/f98886fa61ec970c/UP9000-PCSA00038_00-CLIFFDIVING00001-A0101-V0100-c116c68713d62c5672cc1121d0b91efa54fac29f-PE.pkg		58927888	
55c7f832bba3a2d6	EU	Minecraft: PlayStation Vita Edition	1.83	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB00560/PCSB00560_T72/55c7f832bba3a2d6/EP4433-PCSB00560_00-MINECRAFTVIT0000-A0183-V0100-f0311201112a109ca7a368ed8a1767188ded972c-PE.pkg		1274316000	
791fc2740a642288	US	Stardew Valley	1.02	3.67	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01235/PCSE01235_T1/791fc2740a642288/UP2456-PCSE01235_00-STARDEW00000SIEA-A0102-V0100-fe543404458cce0831718b96dd8c3188ad667257-PE.pkg		21039424	
da532139299e7db1	ASIA	신옥탑 메리스켈터	1.02	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSH10043/PCSH10043_T3/da532139299e7db1/KP0004-PCSH10043_00-CHMARYSKELTER001-A0102-V0100-7bb2959387ff5caf2d8a60daec1e261ea681040c-PE.pkg		7681552	
791a12e9ac351e56	ASIA	Death Tales	1.01	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSH10289/PCSH10289_T0/791a12e9ac351e56/HP2005-PCSH10289_00-DEATHTALES000100-A0101-V0100-2e8ca5d6e58aae3c5d5e5c79b5768126d61219f8-PE.pkg		149340928	
48fe227e034f1bc0	ASIA	SkullPirates	1.01	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSH10263/PCSH10263_T0/48fe227e034f1bc0/HP2005-PCSH10263_00-SKULLPIRATES0100-A0101-V0100-2135959bfba452852af355983b2b86af7b31d1a3-PE.pkg		87862336	
c780e642416a285b	EU	Russian Subway Dogs	1.01	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01464/PCSB01464_T0/c780e642416a285b/EP0630-PCSB01464_00-RUSSUBDOGSPSV000-A0101-V0101-ca16f007d66e1a77b2e25f707d5957597049b0c4-PE.pkg		86068624	
bb616b72b54d6143	EU	Killer Dolls United	1.04	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01477/PCSB01477_T3/bb616b72b54d6143/EP0662-PCSB01477_00-KILLERDOLLSUNVEU-A0104-V0100-8e1433d814c22d48bb54bb43fe04b8c9f379a5f5-PE.pkg		108109632	
c17810a6e4711702	EU	Ultra Mission	1.01	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01480/PCSB01480_T0/c17810a6e4711702/EP8200-PCSB01480_00-POORLYAGEDTHINGS-A0101-V0100-72cb103951a9739886fd04ab840a58c33a84344c-PE.pkg		22004800	
eae0c8ce495bea25	EU	ScourgeBringer (3.69+)	1.6	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01467/PCSB01467_T0/eae0c8ce495bea25/EP1302-PCSB01467_00-THELASTVITAGAME0-A0160-V0100-766bc4abd392c5a4ea9c13e724e1aa9fbe7176f1-PE.pkg		20207328	
c4fa085cd3bac021	ASIA	Resident Evil: Revelations 2 (AS)	1.04	3.52	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSH00187/PCSH00187_T3/c4fa085cd3bac021/HP0102-PCSH00187_00-RESIDEVILREVELS2-A0104-V0100-5ce85e000bc93052667911dd87190d3c28d50d72-PE.pkg		908095584	
8aa3bc0dc3815c1b	JP	学園ヘヴン BOY'S LOVE SCRAMBLE!	1.02	3.35	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSG00535/PCSG00535_T2/8aa3bc0dc3815c1b/JP0548-PCSG00535_00-0000000000000000-A0102-V0100-04912070b954f01e20b74f8281607d6a1e730e38-PE.pkg		4146928	
e978ae2ddffe01d6	JP	Winning Post 8 2015	1.06	3.36	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSG00545/PCSG00545_T5/e978ae2ddffe01d6/JP0106-PCSG00545_00-WP82015V00000100-A0106-V0100-3a29cf963df3037bbac59ed4532b5e94709692bd-PE.pkg		8812784	
b26f77d6159c89da	EU	Battle Rockets	1.01	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01433/PCSB01433_T0/b26f77d6159c89da/EP8200-PCSB01433_00-BATTLEROCKETSPSV-A0101-V0100-bd8067ba02d4a5747ad1e87db75ab371aa1ece78-PE.pkg		9206496	
bd490c329b99029a	JP	咲-Saki-全国編	1.01	3.52	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSG00646/PCSG00646_T5/bd490c329b99029a/JP0394-PCSG00646_00-SAKIGAME00000003-A0101-V0101-bf609662df575c0ed01b16ce6973c1bf0f9d0b8a-PE.pkg		45011408	
bd490c329b99029a	JP	Saki: Zenkoku-hen	1.03	3.52	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSG00646/PCSG00646_T5/bd490c329b99029a/JP0394-PCSG00646_00-SAKIGAME00000003-A0103-V0100-9c47c57569c58cf2c73f85b3f3691ede1dd58585-PE.pkg		103737520	
9e74ce4195750f66	JP	Fushigi no Gensoukyou: The Tower of Desire	1.13	3.5	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSG00642/PCSG00642_T23/9e74ce4195750f66/JP0704-PCSG00642_00-0000000000000001-A0113-V0100-8b007091a616b02d6671064bbf94fcd692e63c6f-PE.pkg		350434992	
9e74ce4195750f66	JP	Fushigi no Gensokyo-THE TOWER OF DESIRE-	1.08	3.5	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSG00642/PCSG00642_T23/9e74ce4195750f66/JP0704-PCSG00642_00-0000000000000001-A0108-V0101-96a73c62fe3476e7350b70628d9d5294f933fcb2-SP-PE.pkg		71152016	
87db82fd695b5d9f	ASIA	Unit 13	1.01	1.6	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSD00021/PCSD00021_T0/87db82fd695b5d9f/HP9000-PCSD00021_00-UNIT13ZIPPER0100-A0101-V0100-49af65cef387cef831a9f3076a09e7ea21dc8f9d-PE.pkg		8929008	
b316ce4fe746f8fd	JP	モンスターレーダー	1.04	1.66	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSG00024/PCSG00024_T10/b316ce4fe746f8fd/JP0609-PCSG00024_00-MONSTERRADAR0000-A0104-V0101-405fc6600da2467d4ce9280315ae184cbbb40dbb-PE.pkg		35673872	
9408dbd1ce01e9cf	JP	Pro Yakyuu Spirits 2012	1.04	1.66	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSG00031/PCSG00031_T14/9408dbd1ce01e9cf/JP0101-PCSG00031_00-PROBBSPIRITS2012-A0104-V0105-de4cb93129a23a430aca2444b8131a85ec20fc67-PE.pkg		134829168	
4e7a4645590708e7	JP	TOEIC(R) TEST 実戦特訓	1.02	1.66	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSG00047/PCSG00047_T2/4e7a4645590708e7/JP0007-PCSG00047_00-M5NR001TOEICMAIN-A0102-V0100-35d7e93b946333f84b4d9baec3ff6b64da7849b6-PE.pkg		39802496	
7c512a93c552e59f	JP	Jikkyou Powerful Pro Yakyuu 2012	1.05	2	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSG00064/PCSG00064_T9/7c512a93c552e59f/JP0101-PCSG00064_00-PAWAPURO2012B001-A0105-V0106-602829ca8d2cd42bb5d1433144779e57e28c441f-PE.pkg		52519536	
e7bc99c1fd121bae	JP	J-Stars Victory Vs (Anison Sound Edition)	1.02	3.01	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSG00301/PCSG00301_T1/e7bc99c1fd121bae/JP0700-PCSG00301_00-WJ45JSVVSPSV000A-A0102-V0100-7874fed8a1aeec24a9dde5b9812c1f0aacc106cf-PE.pkg		8237776	
a919496b777a4417	JP	ネクレボ 宅建試験	1.01	3.15	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSG00099/PCSG00099_T0/a919496b777a4417/JP0007-PCSG00099_00-M5NR009TAKKNMAIN-A0101-V0100-3c4615f0777629c40eb9b5988422f9bcc17173e7-PE.pkg		89820800	
