Title ID	Region	Name	Update Version	Required FW VERSION	PKG direct link	Last Modification Date
CUSA01580	JP	FINAL FANTASY XV EPISODE DUSCAE	1.02		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01580_00/2/f_e1ded7319de7a058084337448851081223bc0f40e2a26fb500c2d30877c7d87c/f/JP0082-CUSA01580_00-FFXVEPDUSCAE0000-A0102-V0100.json	2018-05-23 20:21:22
CUSA01581	JP	Mitsurugi Kamui hikae	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01581_00/1/f_14ca29d8012851d2969acf40607fd72852127bd7e7bca8b564f1023976410991/f/JP0122-CUSA01581_00-APP0000000000001-A0101-V0100.json	2018-05-23 20:21:22
CUSA01582	JP	Prismatic Solid	1.02		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01582_00/3/f_1e75cab25d947288cac03b644cd811f0f5349107e1c2e36a5ae06a40e0370b99/f/JP0122-CUSA01582_00-PRISMATICSOLID01-A0102-V0100.json	2018-05-23 20:21:22
CUSA01583	JP	TorqueL	1.03		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01583_00/5/f_5bcb220b7fabe0776fa1dd0ebf301ff747b00e4cefa8ad0468e3c040c98a0e9a/f/JP0122-CUSA01583_00-0000000000000000-A0103-V0101.json	2018-05-23 20:21:22
CUSA01584	JP	アスタブリード	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01584_00/3/f_047c83d4eaf2ae4b7d4ad79745e4830da35f2c9e18388044a66b16eca61aa95b/f/JP0122-CUSA01584_00-ASTEBREED0000000-A0101-V0100.json	2018-05-23 20:21:22
CUSA01586	JP	Croixleur Sigma	1.04		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01586_00/10/f_c428a6607e0a24c14d0ebcf21bff15e2df19d55349170cc36b0e662ed952f787/f/JP0122-CUSA01586_00-0000000000000000-A0104-V0102.json	2018-05-23 20:21:22
CUSA01589	EU	DARK SOULS™ II: Scholar of the First Sin	1.02		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01589_00/1/f_2fb55d4f6ce6846f6013624df572d897de300a2c617c884db30597b74bb49317/f/EP0700-CUSA01589_00-DARKSOULS2000003-A0102-V0100.json	2018-05-23 20:21:22
CUSA01593	US	J-STARS Victory VS+	1.02		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01593_00/3/f_4779be3269b7a62d796bd8986c2739d1722fa3a1af4b380ef7e8d5e37a6671e8/f/UP0700-CUSA01593_00-WJ45JSVVSPS40000-A0102-V0100.json	2018-05-23 20:21:22
CUSA01599	JP	Devil May Cry 4 Special Edition	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01599_00/1/f_35ba30bf9e65bf259f70df8bf198e45f7bb602941ed94c1ce935cffe24c25a5b/f/JP0102-CUSA01599_00-MAINRDOBXXXX0000-A0101-V0100.json	2018-05-23 20:21:22
CUSA01601	EU	DEAD OR ALIVE 5 Last Round	1.19		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01601_00/20/f_dd28d1afb21e1fde08337079cb64e2f27e92c33f0beb0e5391218a0ffead7ef1/f/EP4108-CUSA01601_00-DOA5LR0000000000-A0119-V0100.json	2018-05-23 20:21:22
CUSA01606	US	Skullgirls 2nd Encore	1.07		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01606_00/16/f_0bc30252ba69cd105b79fee32746f45be0a32c38688f79f4c6081fd6f9d8b49a/f/UP2032-CUSA01606_00-SG2NDENCORE00000-A0107-V0101.json	2018-05-23 20:21:22
CUSA01607	US	Tearaway® Unfolded	1.03		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01607_00/3/f_216dcbfab4fd56aa0da5ab5dc672e3aa943892aa3cdabc7fd37a2e499f7106b4/f/UP9000-CUSA01607_00-TEARAWAYUNFOLDED-A0103-V0100.json	2018-05-23 20:21:22
CUSA01608	US	Enter the Gungeon	1.08		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01608_00/14/f_5ce84010a30d51e61cb0d1e9b20906cdde48b4542cb5ac8680693a942b263655/f/UP3643-CUSA01608_00-0000000000000000-A0108-V0100.json	2018-05-23 20:21:22
CUSA01616	JP	テラリア	1.27		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01616_00/5/f_da68a812ce3ba4972f46f6f7d261ccfff9650e6c42ee50b4a27992231c57629a/f/JP0365-CUSA01616_00-TERRARIA00000001-A0127-V0100.json	2018-05-23 20:21:22
CUSA01618	EU	Yu-Gi-Oh! Legacy of the Duelist	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01618_00/2/f_2064b3e4bd857aa880aa2c73bd44157db488ef05371f6cad3a8f8bbcb48bee60/f/EP0101-CUSA01618_00-YGOLEGACYOFDUELS-A0101-V0100.json	2018-05-23 20:21:22
CUSA01623	US	God of War® III Remastered	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01623_00/1/f_1b6d2d61bbb9497b9e6274076c33cdc86ffbf7981f028d2e1952aea516b3a7d7/f/UP9000-CUSA01623_00-0000GODOFWAR3PS4-A0101-V0100.json	2018-05-23 20:21:22
CUSA01627	US	DEAD OR ALIVE 5 Last Round	1.19		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01627_00/20/f_a200b569700a094c73bcfd95c85deed090d1d30f9254550a75b2e17deeec6304/f/UP4108-CUSA01627_00-DOA5LR0000000000-A0119-V0100.json	2018-05-23 20:21:22
CUSA01632	US	DYNASTY WARRIORS 8 Empires	1.04		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01632_00/4/f_c651e88740f90df856d8c12981c54707bde416f41ecb5a1491e0f83353fe2523/f/UP4108-CUSA01632_00-DW8EMPBOOT000001-A0104-V0100.json	2018-05-23 20:21:22
CUSA01640	ASIA	King of WuShu：Free Early Access Edition	1.15		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01640_00/54/f_a377e35ebd7a5a2774160cafe8c5d09f0a05a3cc7ddf525e93f3d251c3ad3635/f/HP5042-CUSA01640_00-SNAILKOW00000000-A0115-V0105.json	2018-05-23 20:21:22
CUSA01645	EU	Madden NFL 16	1.11		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01645_00/13/f_263eb438181a87140c6d36f2a90c6eab74ece750fa875dba27e6c2b8b0811475/f/EP0006-CUSA01645_00-MADDENNFL16GAME1-A0111-V0100.json	2018-05-23 20:21:22
CUSA01647	EU	Dead Island Retro Revenge	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01647_00/3/f_a277d7d8310d2316c6ebb911da75f6953f20eab67675be2840da4bd9f634ed85/f/EP4062-CUSA01647_00-DEADISLANDRRGAME-A0101-V0100.json	2018-05-23 20:21:22
CUSA01648	US	FINAL FANTASY XV EPISODE DUSCAE	1.02		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01648_00/1/f_553c7b5bbdb8d112aeddde73a40e3a6e1d04605c5918e5704b8021d1f7581f91/f/UP0082-CUSA01648_00-FFXVEPDUSCAE0000-A0102-V0100.json	2018-05-23 20:21:22
CUSA01657	US	LOST ORBIT	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01657_00/1/f_45cf7077954898f5e18be7d486f5c8e17ba2c8a47fc5878e06c48be692d4fcde/f/UP2185-CUSA01657_00-PNAUTSLOSTORBIT1-A0101-V0103.json	2018-05-23 20:21:22
CUSA01659	EU	Enter the Gungeon	1.08		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01659_00/14/f_a8cf694444dff4b3ac1f5082c3bd7e699f9f12da1f6600ab75b017e4720e36a3/f/EP3643-CUSA01659_00-0000000000000000-A0108-V0100.json	2018-05-23 20:21:22
CUSA01660	ASIA	Fat Princess Adventures™	1.03		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01660_00/6/f_8b037cf1f848e40c707f544da2b9edbba638afd2600e7656c651349548f8c7fc/f/HP9000-CUSA01660_00-FATPRINCESSADVNT-A0103-V0100.json	2018-05-23 20:21:22
CUSA01662	JP	よるのないくに	1.03		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01662_00/5/f_9e6f0d2241c5fb69e6d250094b6110def26a967c566a6b5935b6631adc7ba5e2/f/JP0106-CUSA01662_00-DARK000MASTER000-A0103-V0100.json	2018-05-23 20:21:22
CUSA01664	US	LIMBO	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01664_00/2/f_70c0fb79febf6b58961ceab33450abbba945027044c1ae4e4fff9b9c0fec556b/f/UP2054-CUSA01664_00-PLAYDEADD11LIMBO-A0101-V0100.json	2018-05-23 20:21:22
CUSA01665	US	Dead Or Alive 5 Last Round: Core Fighters	1.02		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01665_00/2/f_bf82c85251329a902b381742188d3b1976a88d2813e3dbaca706671d2c815f1e/f/UP4108-CUSA01665_00-DOA5LR0000000000-A0102-V0100.json	2018-01-21 15:10:32
CUSA01665	US	DEAD OR ALIVE 5 Last Round	1.19		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01665_00/20/f_109d651a1bcc291a905c0a153d0699ca17c578e2e609c92019dba445d556288e/f/UP4108-CUSA01665_00-DOA5LR0000000000-A0119-V0100.json	2018-05-23 20:21:22
CUSA01668	JP	Arcade Archives Shusse Ozumo	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01668_00/8/f_354690b1dc5a6961097ec7547bd377aa73914135e4e831aeb1ef75e7df89a876/f/JP0571-CUSA01668_00-HAMPRDC000000001-A0101-V0100.json	2018-05-23 20:21:22
CUSA01674	US	Color Guardians	1.02		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01674_00/6/f_4d08ee8543d9e316ea931d7041f3b169494b857a61c2f3f1ade89f09a19ca401/f/UP2183-CUSA01674_00-FPLCGMAINGAME001-A0102-V0100.json	2018-05-23 20:21:22
CUSA01685	JP	STAR STRIKE™ULTRA	1.03		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01685_00/2/f_8a01bf22461586a61104723f491357e4ec7c344319e3ca1123c6d3605d4ce03d/f/JP9000-CUSA01685_00-SUPSTRIKEULTRAJP-A0103-V0101.json	2018-05-23 20:21:22
CUSA01686	JP	ラチェット＆クランク® THE GAME	1.07		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01686_00/34/f_612557e4029fba63323ad9ab860efabe0d402972d6bbff4c3b3603ef3e7adcf1/f/JP9000-CUSA01686_00-RCPS400000000000-A0107-V0100.json	2018-05-23 20:21:22
CUSA01690	EU	PlayStation® VR WORLDS	1.04		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01690_00/7/f_a506767b9e0be54529690b09bbe7bc163cc099e15ac4ac8830b79ca74c5efc3f/f/EP9000-CUSA01690_00-EVT1100000000000-A0104-V0100.json	2018-05-23 20:21:22
CUSA01691	US	Madden NFL 16	1.11		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01691_00/13/f_4d9d5734c631929483a1dade48c66c489f9c0b6417e4664d1268a3c7dd3a365b/f/UP0006-CUSA01691_00-MADDENNFL16GN4NA-A0111-V0100.json	2018-05-23 20:21:22
CUSA01692	EU	VEVO	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01692_00/1/f_116b3e32c33e1e51b0052cd3f4d51aa4490d2cbd9f14d235178992b2a569e267/f/EP4547-CUSA01692_00-WEBMAF000000VEVO-A0101-V0100.json	2018-05-23 20:21:22
CUSA01694	US	MilitAnt	1.05		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01694_00/7/f_3d075c46a06b18b19466af3510ae3ceb4dd89545ce8b2a4c4990ccaaa574bd6d/f/UP0187-CUSA01694_00-0000000000000000-A0105-V0100.json	2018-05-23 20:21:22
CUSA01696	US	Vertical Drop Heroes HD	1.02		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01696_00/2/f_283a3ecfbe7756b176e7ad3bd8bfcd284440cbdb95921bdfdab78121b3a98d7a/f/UP2187-CUSA01696_00-VDHPS4000000000U-A0102-V0100.json	2018-05-23 20:21:22
CUSA01701	ASIA	Star Strike™Ultra	1.03		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01701_00/2/f_6bd8fd23b9d7665aeab30ab2afb99c9a5ba93128834a1be10099bef42dfca484/f/HP9000-CUSA01701_00-SUPSTRIKEULTRAAS-A0103-V0101.json	2018-05-23 20:21:22
CUSA01703	EU	Plex	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01703_00/1/f_ff17274f847ec5c989b6db835218d859064abaa56499213ea58bcd985a6be1cd/f/EP4544-CUSA01703_00-WEBMAF000000PLEX-A0101-V0100.json	2018-05-23 20:21:22
CUSA01705	US	Disney Infinity 3.0	1.06		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01705_00/30/f_ea2be8e4766d6a517626b0df72056e644ce8c5324cf8d5296a15161985ab37f1/f/UP1082-CUSA01705_00-DISNEYINFINITY03-A0106-V0100.json	2018-05-23 20:21:22
CUSA01713	ASIA	DARK SOULS™ II: Scholar of the First Sin	1.02		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01713_00/1/f_1df29f534914e7a387eb2a6b58bd671e836462f3dbaa11881f1796b04b0d1777/f/HP0700-CUSA01713_00-DARKSOULS2000003-A0102-V0100.json	2018-05-23 20:21:22
CUSA01714	ASIA	GOD EATER 2 RAGE BURST	1.30		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01714_00/5/f_d4c5d66527b6e754325ad20853801674f89dd6d9de83ccad100a5aeb6193173c/f/HP0700-CUSA01714_00-PS4GE2RAGEBURST0-A0130-V0100.json	2018-05-23 20:21:22
CUSA01715	EU	God of War® III Remastered	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01715_00/1/f_ff51e9d3b1abfbed7c902d92b1beca0ae6d683ddf2b2a3726f33a69391111424/f/EP9000-CUSA01715_00-0000GODOFWAR3PS4-A0101-V0100.json	2018-05-23 20:21:22
CUSA01720	JP	God of War® III Remastered	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01720_00/1/f_9c8740ce064e785328fe2826106904ea6ef5e7ebb7c722307dc67d8e31b55d5e/f/JP9000-CUSA01720_00-0000GODOFWAR3PS4-A0101-V0100.json	2018-05-23 20:21:22
CUSA01722	JP	スターオーシャン５ -Integrity and Faithlessness-	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01722_00/1/f_d0a21579d7dc158f3b602e737af1f5dcf76737c1867918ffd0404faad9efe754/f/JP0082-CUSA01722_00-STAROCEAN5PS4000-A0101-V0100.json	2018-05-23 20:21:22
CUSA01724	US	FantaVision™	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01724_00/1/f_943ef6d450c739d47462a111d8519fad18c98fbd62d855e85e8898a611d54e49/f/UP9000-CUSA01724_00-SCUS971050000001-A0101-V0100.json	2018-05-23 20:21:22
CUSA01725	US	Kinetica™	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01725_00/1/f_bd264867ef78978ce832eab9974cdeba14d0a8547fd63973e88be53d0966cff9/f/UP9000-CUSA01725_00-SCUS971320000001-A0101-V0100.json	2018-05-23 20:21:22
CUSA01728	US	Dark Cloud™	1.02		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01728_00/2/f_c8f7fe1c8b2261defd7f9d415111f6b859758516bf5f06c9cf76934fa712a6cb/f/UP9000-CUSA01728_00-SCUS971110000001-A0102-V0100.json	2018-05-23 20:21:22
CUSA01729	US	The Mark of Kri™	1.02		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01729_00/2/f_18e1415aebb6850a99368b93552de1a5f7e1e494a89127ceb36b63692237fa25/f/UP9000-CUSA01729_00-SCUS971400000001-A0102-V0100.json	2018-05-23 20:21:22
CUSA01730	US	Rise of the Kasai™	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01730_00/1/f_31c182b9e8a810246210a581f5a20f3b7644cf60739fa4110896cb6dfe14b8cd/f/UP9000-CUSA01730_00-SCUS974160000001-A0101-V0100.json	2018-05-23 20:21:22
CUSA01738	JP	Lords of the Fallen	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01738_00/3/f_b03d66a2df9d93c8bcddac65c59d593065c83ebe78b8861cbcb441dd49253c68/f/JP0001-CUSA01738_00-LORDSOFTHEFALLEN-A0101-V0100.json	2018-05-23 20:21:22
CUSA01740	ASIA	God of War™ III Remastered	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01740_00/1/f_c66a680a9a91674a6fd6717a658c1d12f4f7302ac1174bdb6ab527940e2155f1/f/HP9000-CUSA01740_00-0000GODOFWAR3PS4-A0101-V0100.json	2018-05-23 20:21:22
CUSA01746	US	Adventure Time: Finn and Jake Investigations	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01746_00/3/f_6b4d32b76107fe79347dd2b6ac773600d506ffacbc6adf1d9950fe6f4164d836/f/UP2089-CUSA01746_00-ADVENTURETIMEPAK-A0101-V0101.json	2018-05-23 20:21:22
CUSA01752	US	Dead Island Retro Revenge	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01752_00/4/f_c5049d6ee97df1d087831c03787b7696d1a61ca842863256e1debb94931c1a67/f/UP2047-CUSA01752_00-DEADISLANDRRGAME-A0101-V0100.json	2018-05-23 20:21:22
CUSA01760	US	DARK SOULS™ II: Scholar of the First Sin	1.02		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01760_00/2/f_36c08ad315758ea85b2695b17d38d5ec52a07fcf8bfe3ff88226486a2b39d451/f/UP0700-CUSA01760_00-DARKSOULS2000003-A0102-V0100.json	2018-05-23 20:21:22
CUSA01773	US	Zombie Army Trilogy	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01773_00/4/f_13bf7335479e2cb383244e41e1ab845c7fc5faa2d4a406e05cf2108af05d0508/f/UP4363-CUSA01773_00-ZATRILOGY0000000-A0101-V0101.json	2018-05-23 20:21:22
CUSA01778	EU	DEAD OR ALIVE 5 Last Round	1.19		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01778_00/20/f_1df5372f00a845010cf6643c7b1cd29ed40ca2a84bfd56f9172288341844fec0/f/EP4108-CUSA01778_00-DOA5LR0000000000-A0119-V0100.json	2018-05-23 20:21:22
CUSA01780	EU	Spotify	2.07		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01780_00/15/f_4a80d10535d186870349b878607dc036e56ede3a894b4d889dfce8fe6d0c1503/f/EP4950-CUSA01780_00-0000000000000000-A0207-V0100.json	2018-05-23 20:21:22
CUSA01784	JP	Tiny Troopers Joint Ops	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01784_00/1/f_a6ad7f28cd41f59d2bc5a21d867cee3872b1433aa3a634051174beda34126045/f/JP0186-CUSA01784_00-TTJOINTOPS000009-A0101-V0100.json	2018-05-23 20:21:22
CUSA01785	JP	Chariot	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01785_00/7/f_a479c53318207c881400ba4b13f1e3908b9346f3c4fb763ae4f22469a7a120c9/f/JP0186-CUSA01785_00-CHARIOTJP0000000-A0101-V0101.json	2018-05-23 20:21:22
CUSA01787	JP	GOD EATER 2 RAGE BURST 体験版	1.02		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01787_00/4/f_d983382c63fe9f4142b41cc41b0a86ae846307e52b898ba85808e869a72359d4/f/JP0700-CUSA01787_00-PS4GE2RBDEMO0000-A0102-V0100.json	2018-05-23 20:21:22
CUSA01790	US	Toren	1.02		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01790_00/5/f_e8a45eb874a52f61d17b794ad4e02275430d8a11a09dc47a6ad66553d6ae94b7/f/UP0134-CUSA01790_00-000000BABELTOREN-A0102-V0100.json	2018-05-23 20:21:22
CUSA01791	JP	影牢 ～もう１人のプリンセス～	1.05		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01791_00/9/f_5d109f20214daa4f8974b9cd136caa2683295f530dfe9903e5f2969258cb544f/f/JP0106-CUSA01791_00-KAGEROMOUHITORI0-A0105-V0100.json	2018-05-23 20:21:22
CUSA01792	JP	アーケードアーカイブス　Ａ－ＪＡＸ	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01792_00/2/f_0c79e4a9979491080c0f3a7bc83ba9fab752ccc8de2224b55b5b40d39150d7e2/f/JP0571-CUSA01792_00-HAMPRDC000000001-A0101-V0100.json	2018-05-23 20:21:22
CUSA01793	JP	アーケードアーカイブス　グラディウス	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01793_00/1/f_84d218653310852ffa5b3d7d74e47c42b3ef4e6eabaa4be6a0976ac7fd27fb2c/f/JP0571-CUSA01793_00-HAMPRDC000000001-A0101-V0100.json	2018-05-23 20:21:22
CUSA01795	EU	Maddening Overload	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01795_00/3/f_61f4daa4ec4198add2cbcd114a462669dfea7b8a74d86c469ffacf126a8c7239/f/EP4280-CUSA01795_00-APP0990000000022-A0101-V0101.json	2018-05-23 20:21:22
CUSA01817	EU	Redout	1.03		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01817_00/18/f_c3b96d51a212d5083e3d6474f0c2d3bc9381af3b40d432cf491ec16922bdab95/f/EP8948-CUSA01817_00-0000000000REDOUT-A0103-V0101.json	2018-05-23 20:21:22
CUSA01819	US	Invokers Tournament™	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01819_00/1/f_c27c84c72bbf806d38fc5af4dc7f1741e8d9ff620727362385155ac6334cc540/f/UP4128-CUSA01819_00-INVOKERSTUS00001-A0101-V0100.json	2018-05-23 20:21:22
CUSA01822	JP	Arcade Archives CRAZY CLIMBER2	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01822_00/9/f_c360a865cf5a7546c794ef57b3a2fc11660612177106bf756dfd747442884e71/f/JP0571-CUSA01822_00-HAMPRDC000000001-A0101-V0101.json	2018-05-23 20:21:22
CUSA01823	JP	アーケードアーカイブス　ぶたさん	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01823_00/1/f_85f1266227691bd83dc6b45aa2238d06440180d514f91d834cd73ed3a2448e64/f/JP0571-CUSA01823_00-HAMPRDC000000001-A0101-V0100.json	2018-05-23 20:21:22
CUSA01824	JP	Arcade Archives MAGMAX	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01824_00/10/f_79acfb0449e62c5e1225e268bffa7a13bff53bef1dec01385c987aa996f9425e/f/JP0571-CUSA01824_00-HAMPRDC000000001-A0101-V0100.json	2018-05-23 20:21:22
CUSA01828	EU	Pinball Arcade	1.14		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01828_00/24/f_dea4a2dd4629944ec95dfdc0924d6d78263a5fd3dd660a243e1e4ac3bd6d8cc2/f/EP4037-CUSA01828_00-HDDBOOTPBA000001-A0114-V0100.json	2018-05-23 20:21:22
CUSA01831	US	ONE PIECE: PIRATE WARRIORS 3	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01831_00/1/f_c01422a577f0e482364fd8576cda28dab00b2eb94785f6b5c9d4b0599b7990a4/f/UP0700-CUSA01831_00-PROJECTOP3NA0000-A0101-V0100.json	2018-05-23 20:21:22
CUSA01832	ASIA	真・三國無雙７ Empires 共鬥版	1.03		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01832_00/3/f_29dad370d0860ae47ecf6d40a374874769f8da52aa5febf227e8464036b6ae3d/f/HP0106-CUSA01832_00-SM7EMPCOOPPLAY00-A0103-V0100.json	2018-05-23 20:21:22
CUSA01833	EU	Yorbie: Episode One	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01833_00/1/f_adfcfa45cf0ef356727c4dff22e9a6018b796e452778c09a37c615c5c5a594a4/f/EP2173-CUSA01833_00-0000000000000001-A0101-V0100.json	2018-05-23 20:21:22
CUSA01838	ASIA	GOD EATER 2 RAGE BURST 體驗版	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01838_00/2/f_36194113a9f156b4536710d72ca3f5f96b719a7ff583e2a0f5dc251b4f7c9d85/f/HP0700-CUSA01838_00-PS4GE2RBDEMO0000-A0101-V0101.json	2018-05-23 20:21:22
CUSA01839	EU	ULTRA STREET FIGHTER IV	1.07		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01839_00/12/f_02084d1ae7b6b806c2c847679128c0295a83d27d04a0395e30bdf8d6d1b148e1/f/EP9000-CUSA01839_00-USF4DEV00104SCEE-A0107-V0100.json	2018-05-23 20:21:22
CUSA01845	US	TRANSFORMERS: Fall of Cybertron	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01845_00/1/f_28edc159086cc3ccee754f46f6a6ac2621e2ef901ab56d2b3d5f5edff51cd71b/f/UP0002-CUSA01845_00-TRANSFORMERSCYBE-A0101-V0100.json	2018-05-23 20:21:22
CUSA01846	US	ULTRA STREET FIGHTER IV	1.07		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01846_00/10/f_42ab46a6e2f5549ceac8c60677920b0bfff6c17186cfa7a921b0e20eea5c0d21/f/UP9012-CUSA01846_00-USF4DEV00104SCEA-A0107-V0100.json	2018-05-23 20:21:22
CUSA01847	EU	FINAL FANTASY VII	1.01		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01847_00/1/f_77304ecd1a674d36d38360b6af43f15c3e5f7a1f79f9f18556dfe66d9946ecb6/f/EP0082-CUSA01847_00-FINALFANTASY7ZZZ-A0101-V0100.json	2018-05-23 20:21:22
CUSA01850	US	Plex	1.02		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01850_00/11/f_7010384f5e690456ebad4a9b9e3fb7756d2da91e75e3be84652ed2be2a731c22/f/UP4544-CUSA01850_00-PLEX000000000000-A0102-V0101.json	2018-05-23 20:21:22
CUSA01851	US	Popcornflix	1.10		http://gs2.ww.prod.dl.playstation.net/gs2/ppkgo/prod/CUSA01851_00/2/f_d0694d71b4c79e4ca6ff090c8041841713213c44a5f40ad1e78758628ac1bffd/f/UP2202-CUSA01851_00-POPCORNFLIX30875-A0110-V0100.json	2018-05-23 20:21:22
