Title ID	Region	Name	PKG direct link	Content ID	Last Modification Date	RAP	Download .RAP file	File Size	SHA256
NPUG80061	US	Blue Chapter	http://zeus.dl.playstation.net/cdn/UP9000/NPUG80061_00/5BXYSAc7aWs6co4lxDiBn8paJ8pdG7dm1U8ITW8hmICvrNN277OaMsQnNEAjnxwkBwHlk7eYFsiAcGu0Jf1rkd1NBufn6cyau9atk.pkg	UP9000-NPUG80061_00-KEY0000000000001	2017-10-30 15:53:52			886128	115ad17e911d9ce91d31a14b7e36158691a98aea96e6762b33f59b2740b74944
NPUG80061	US	Gold Chapter	http://zeus.dl.playstation.net/cdn/UP9000/NPUG80061_00/gtMpinrKAnyBrEGdO0jWjRYCuFx7JdSNNg2TjQJl6MwIYednM6GEXIEHgXBRVrDklBtSsu1CefjBXnqJeXWJJNAHuWwIUs7eFfsRw.pkg	UP9000-NPUG80061_00-KEY0000000000002	2017-10-30 15:53:52			891552	ee9094cc66f59f051be7400c3cab640d32e8873a615daee0c793cd9ccfcd8b73
NPUG80061	US	Red Chapter	http://zeus.dl.playstation.net/cdn/UP9000/NPUG80061_00/K70W3KtDcLvFwVTfGlYRJei8ITydJInAKu9MVWU3jQQyiWOux0GflIj3lmyqhWVpNy87pBkaV4tgNtBfBVT0AVJGkvcq1OvloAoER.pkg	UP9000-NPUG80061_00-KEY0000000000003	2017-10-30 15:53:52			894576	16889dd6e933f71382ec27b51bb1dd9941fcb2ec684ad3bd4b32bbac29ff0b18
NPUG80135	US	echochrome™ PSP® Level Pack Add-On	http://zeus.dl.playstation.net/cdn/UP9000/NPUG80135_00/tEH2Q0Wwf6s2mW8PiqMHhCNmduyK80LQ9cf0QuXSsfCUOAHJhqdJfnwT3CQMBdm6MdxqVIHYTShn7wPMcMdkxMycojJPJEykiOYCd.pkg	UP9000-NPUG80135_00-ECHOEXPANSION000	2017-10-30 15:53:52			25824624	8ea58437d62616c4f4667319f9cca8ee0dcd7281ec8abccb5dcd62073a86fd21
NPUG80221	US	Solo Pack	http://zeus.dl.playstation.net/cdn/UP9000/NPUG80221_00/L852GIfrCokEROFvEORNFkOGkx1XJ0vixi8IcLO53imDKsgdTlv9x6TLlD5L6xNRWC03GKI7CCuieWxSOS0xklc8ft6syr6w01PcW.pkg	UP9000-NPUG80221_00-PPCSUPERST000001	2017-10-30 15:53:52			3010320	ac3a7538f5e43e02a63e82fa410f8aea39fec31abb1f042eaab07de67a4b6f33
NPUG80251	US	PAIN Downtown	http://zeus.dl.playstation.net/cdn/UP9000/NPUG80251_00/ch2jnAr39UaGCc5B3WcEnxAf0TKnx6XeefoWXESsxelnjlctJbMwWDl0Qcqqea4Ouak9b6khpIEuFximkyUJFjRU1WxQn95NFBIgK.pkg	UP9000-NPUG80251_00-PINBALLDATA00000	2017-10-30 15:53:52			14992288	ed551fe856c5537bb2d6f1a1edc6bf82ff9cf50428aad93b9f80b98bebfedd22
NPUG80251	US	High Velocity Bowling	http://zeus.dl.playstation.net/cdn/UP9000/NPUG80251_00/OHlAPKswq0xjI2Rc5ryg4r7mE4m8dWw5rBqpeSTqEH3TiITQHkxA6EAe9J6CNHyQcs3a2kgsYRHfcHy4B0LDpr8WJ0SNBJipklVmv.pkg	UP9000-NPUG80251_00-PINBALLDATA00001	2017-10-30 15:53:52			16651632	6cf43a430d63957324253878d5bcee120717ebe37a9e1f8b8bf677ff102e060b
NPUG80251	US	Hot Shots Golf	http://zeus.dl.playstation.net/cdn/UP9000/NPUG80251_00/rd5PbRkawB4dJWm7g0RtY3m6GOshemnN49FG23TdV0CfHeEIiMpx2Ij89RSovlGFhdkOpPmSKkenxv2owODh3jnCYeYSAMyAX6goW.pkg	UP9000-NPUG80251_00-PINBALLDATA00002	2017-10-30 15:53:52			17749408	3338d68102f47b9d65bfbe59e7e606852554f0749a146b81aa69c6edc6dda644
NPUG80251	US	Pinball Heroes - UNCHARTED Table	http://zeus.dl.playstation.net/cdn/UP9000/NPUG80251_00/tw1CDFWQTjmF6bSxrqQxKIQEYIUFuh1kutjxGyBreA9YTx8aVVJaB5Fpl9MmMM16gTsdg3eVeeoS7sWLDELVdhk82kneYcthCK40I.pkg	UP9000-NPUG80251_00-PINBALLDATA00003	2017-10-30 15:53:52			20218704	c42f26a37dfebbb9b4fef1d3affeec813f9346399fc2c85d0594a7d7f2daacb1
NPUG80251	US	WipEout HD	http://zeus.dl.playstation.net/cdn/UP9000/NPUG80251_00/MeUSnK8a7ABfkIFBQ5unR3xa3HbwrbCr6EK0MWnUh7W3PQLUdviW5p95UBwSVibacNUgEFJ16GpNu1uJqbDdFccPBhMMoud65qcDq.pkg	UP9000-NPUG80251_00-PINBALLDATA00004	2017-10-30 15:53:52			20715088	8145681a2d6f73f6eebf983eb21ec5c31cbbfddc6bb54443c0d1747770072ad0
