Title ID	Region	Type	Name	PKG direct link	Content ID	Last Modification Date	RAP	Download .RAP file	File Size	SHA256
NPJJ00591	JP	PSP	QUIZなないろDREAMS 虹色町の奇跡(PS3®･PSP®用)	http://zeus.dl.playstation.net/cdn/JP0102/NPJJ00591_00/hrqjZEfBnkrTlhNkjsDjNqXiWnkbkYcjIuoVMbWfllsXLBUmDXqRqerrJGVqqGqvtAYJRVUAozFerSwEyFJcUXZmQmkeHOHISzQTy.pkg	JP0102-NPJJ00591_00-0000000000000001				181764000	
NPJJ00087	JP	PSP	アジト(PS3®・PSP®用)	http://zeus.dl.playstation.net/cdn/JP0571/NPJJ00087_00/LyslYAWY4mPbCCmB9QhhKOwQTtgLj2wu6e8a32XKrY2YAk1SdkQa49ovvik1OvvsjjNNV55nR7ynDOXbQpk6xQAS8c8I2hy6GFt5a.pkg	JP0571-NPJJ00087_00-0000000000000001				109873360	
NPJJ00111	JP	PSP	ポイッターズ　ポイント(PS3®･PSP®用)	http://zeus.dl.playstation.net/cdn/JP0101/NPJJ00111_00/EeaJKmeA0WWFODSOBtgcHYcFeA6iTuakkc1BOWvXgOQJAUl1r6yiJ4GpUEO0kRenGJBX1WXouXvX9HPjQqp5qdjFOv8cbOPNmO4WE.pkg	JP0101-NPJJ00111_00-0000000000000001				166145264	
NPJJ00219	JP	PSP	LAND MAKER(PS3®･PSP®用)	http://zeus.dl.playstation.net/cdn/JP0305/NPJJ00219_00/hiTmVUUBdopgrwAArkRxyrJFQCQJXaipgNSealJGpxvtDCIyYJGdEYoqNNRdXtVKdEkNFjZhmrXYpQEYqtgmmwnWxBpvtPDcjCabO.pkg	JP0305-NPJJ00219_00-0000000000000001				320842896	
NPJJ00189	JP	PSP	双界儀(PS3®･PSP®用)	http://zeus.dl.playstation.net/cdn/JP0082/NPJJ00189_00/6ASXNWuRi9opsD9pU2MPFHvUktQ4TrT8gQJJe0hR994Geg6qfBweClXvRxgoWM9t0Sqql6PCsW85rF6htwYgLQc8diGFJDTAxIfvA.pkg	JP0082-NPJJ00189_00-0000000000000001				1461910000	
NPJJ00378	JP	PSP	Jet CopterX(PS3®･PSP®用)	http://zeus.dl.playstation.net/cdn/JP0571/NPJJ00378_00/VWQgJ7uHrW3s0iylG5KKyb1VS3SjFryjokeqCNn55tVJSoV1rTqDpQRCBdeCPJTUdSU9gCR9iM2ho5bTSbiDDEk2rEr8ITPaQwarw.pkg	JP0571-NPJJ00378_00-0000000000000001				37118304	
NPJI00006	JP	PSP	グローバルフォース 新・戦闘国家	http://zeus.dl.playstation.net/cdn/JP9000/NPJI00006_00/1ikfMWl9UGqobdXLdL0MC2aXb6HBHKq9Oatfc1KdeBUVhH8nctylpyPXQHKNmLQgjJMTadtmERkED53EXA5DsPL3XbwRJjCNiFTaC.pkg	JP9000-NPJI00006_00-0000000000000001				203958240	
NPJI00069	JP	PSP	Rapid Racer	http://zeus.dl.playstation.net/cdn/JP9000/NPJI00069_00/5mAAsEgaNgc3fumwSawW18bgsspCTtXqlqUtgTcGmI6d0bHbU8uPIQ0sp5MEAHrloSCHPuBquULM07Qom7DW8QrSnd6fcGVFxRRLY.pkg	JP9000-NPJI00069_00-0000000000000001				150545520	
NPEF00085	EU	PSP	Peter Pan Adventures In Never Land	http://zeus.dl.playstation.net/cdn/EP1006/NPEF00085_00/HfLfdaFXWnRG5HKCtE1dcVlSejy3iL2QL74qIqPaoaIQJFqsbVWHppgsqUFSQRyfyYlNOpu8ogGYbGV2AXXR6gEmeBn8A0Rb6XYyq.pkg	EP1006-NPEF00085_00-GPETERPANX000ITA				352380960	
NPEE00014	EU	PSP	Crash Bandicoot 3 Warped™	http://zeus.dl.playstation.net/cdn/EP9000/NPEE00014_00/EwyL0HplWYTt9n6rKBTfn5mLAU59v5KAlMF2yA3pp5E7KuNxR1JEhBPyCHTdyuYKHQwLcsQBnnlb4k8cFkoaHc7GFh1bGxIhliDQU.pkg	EP9000-NPEE00014_00-GCRASHBAN3I00004				140197440	
NPEH00029	EU	PSP	Assassin's Creed : Bloodlines™	http://zeus.dl.playstation.net/cdn/EP0001/NPEH00029_00/HxoIX6Gt5Hcrbnv30kxAfiQoAIgpx8lJ3Qb93MdCgLWQ2IdAT22oG363HN3wwmOJkgPTd3DiuHp6Q9HaCufybkHo6J2Yo7LB5iRhu.pkg	EP0001-NPEH00029_00-0000111122223333				620582096	
NPEH90016	EU	PSP	STAR WARS BATTLEFRONT ELITE SQUADRON DEMO	http://zeus.dl.playstation.net/cdn/EP1010/NPEH90016_00/11qhuiES9bq2H0dl0Y58TioctG37kdyX2mfhOUxNDHspj23vM0oBTGjQQ8egD9sCNsLwCO163dHg32GAVJ1NxnGjU7KY0RQh1tfJ7.pkg	EP1010-NPEH90016_00-0000000000000001				75186976	
NPEF00273	EU	PSP	Tomba 2! : The Evil Swine Return	http://zeus.dl.playstation.net/cdn/EP2039/NPEF00273_00/fKITvTIuwVizFjKLmEBuwPZudSRQNNnRgPvDdOFGeRYqBNtGlQualmDIDWuIhilY.pkg	EP2039-NPEF00273_00-GTOMBA2XXX000001				230839600	
NPEF00272	EU	PSP	Tomba!	http://zeus.dl.playstation.net/cdn/EP2039/NPEF00272_00/MtADvyrRbtymrgvXJBGjvgYqyEwjQLccJZIQccpqOPhwbwIuLljhEUJPBdRVXVFg.pkg	EP2039-NPEF00272_00-GTOMBA1XXX000001				166284944	
NPEG90034	EU	PSP	God of War®: Ghost of Sparta Demo (POL)	http://zeus.dl.playstation.net/cdn/EP9000/NPEG90034_00/66ucmrMtclCPLaAsPLXXvYLeqcntxLk2yvvwqSvtq13s54TP9dVEydN0BnBksPVB.pkg	EP9000-NPEG90034_00-GODOFWARGOS00001				100801536	
NPHI00010	ASIA	PSP	XI[sai]體驗版(PS3™・PSP®通用)	http://zeus.dl.playstation.net/cdn/HP9000/NPHI00010_00/nwWG8rwlUNXwnUWoGo7Hi0WsSGsP2at5KDYP9wxlLVQn3bb4u5Bw7hYdaxu3iB7wy7AodUBwdOUAaWBpdhCUM2ebWAdxWUSlvWDBf.pkg	HP9000-NPHI00010_00-0000000000000001				110398928	
NPEF00115	EU	PSP	Legacy of Kain: Soul Reaver ™	http://zeus.dl.playstation.net/cdn/EP0776/NPEF00115_00/feTJcosQQwykXJRmihLLUlGsURuDrXZADQLSwyjqzapDCLTZNoFUZYKubDnqsfnS.pkg	EP0776-NPEF00115_00-GLEGACYOFK000ENG				396242944	
NPEF00022	EU	PSP	Tom Clancys RAINBOW SIX	http://zeus.dl.playstation.net/cdn/EP0001/NPEF00022_00/tOmoMULY6uWGcMaybiVR1SSvS58qygI4AVP4GVjwDRtSldxJ7PcPYNcV6IxLt5oQ1fv6WwKQBYtXsVsDA6MCB8pynqP6Rq8dQ34eB.pkg	EP0001-NPEF00022_00-GRAINBOWEN000001				115638848	
ULES01438	EU	PSP	Prince of Persia эАбытые Пecки	http://zeus.dl.playstation.net/cdn/EP0001/ULES01438_00/ObnEID7GjjDpxI5iKnGb8ellmsC654VTOKwkcLjwyq8SrERYl68FRiyOAQDsFWm5XsHgdcxCFuy5uutimMLHWcqgTeeSmuRPdQvBt.pkg	EP0001-ULES01438_00-GPCPRINCEO000002				509478064	
ULES00873	EU	PSP	Warhammer 40,000: Squad Command	http://zeus.dl.playstation.net/cdn/EP1005/ULES00873_00/kKVwrR9noVPN5hsoRHLQtW3MWGgLQqSpoGmsADG7dRDnTwnPVQjaHcQk6pJcOWkN.pkg	EP1005-ULES00873_00-GPCWARHAMM000001				836140960	
ULES00608	EU	PSP	Brothers in Arms D-Day	http://zeus.dl.playstation.net/cdn/EP0001/ULES00608_00/0bR0QsOxplJhVR3aWBG5Bv9wpYAAxjS73b9OUOl7eTmiXyXHWaFEShfhFO9t1p3Ew8BJwxM3qdAOdux5Oxpo9dAEUx8ModudwYFdd.pkg	EP0001-ULES00608_00-GPCBROTHER000001				1135984320	
NPUJ00889	US	PSP	Pong®	http://zeus.dl.playstation.net/cdn/UP9000/NPUJ00889_00/PBBgsvRYOvCFIUvIMOycFZnnnQbxZXccdLpycukzSlNXbrHfjGQgVQgwZKebaENTlnbjQtyaqqAWhGxvxtEltIuTgrytynuJuDKrC.pkg	UP9000-NPUJ00889_00-0000000000000001				44617568	
NPUJ01070	US	PSP	Vanguard Bandits	http://zeus.dl.playstation.net/cdn/UP9000/NPUJ01070_00/TISwxUWpwbsKQrqArdYxfPLChNmiseXKarXPUITXCcZVTqzPjWFCBhUGBUMEskKxIEHORXnqkcfNMkDhaXeBcmeshDcnVvDJsBbve.pkg	UP9000-NPUJ01070_00-0000000000000001				403775696	
NPUJ01195	US	PSP	Hogs of War	http://zeus.dl.playstation.net/cdn/UP9000/NPUJ01195_00/MYBQMdWCWHXhPZITpjsFHeYDHcUCxaYPRsePsZbxCkrqfTZhhnOOvophtaWmZUvkVIebOcoRumdHYXgnhtpInWHqWCsWPiKRMKDJk.pkg	UP9000-NPUJ01195_00-0000000000000001				227726080	
NPUJ01560	US	PSP	XS Junior League Dodgeball	http://zeus.dl.playstation.net/cdn/UP9000/NPUJ01560_00/0YeMmQDgiBdjLhdGioRsmREwvUDFBcIaIQsrakBy0JRL6gESjHkShCMh7iT71BItjy5BMnAaYsqHB6J8OnWnQRLu6AR0Lbx26vvFv.pkg	UP9000-NPUJ01560_00-0000000000000001				255190352	
NPUJ00008	US	PSP	Cyber Sled™	http://zeus.dl.playstation.net/cdn/UP9000/NPUJ00008_00/mWHzhIGHVxhIvVmatGZWzwwKREfjfOohyLEElTLRdehxNfrLJAMyizCrSojSyfSL.pkg	UP9000-NPUJ00008_00-0000000000000001				105895600	
NPUJ01111	US	PSP	Mr. Driller	http://zeus.dl.playstation.net/cdn/UP9000/NPUJ01111_00/rapBaOByKbZeOoxjesQHndyBnvwWmJJHqldkcklpQoacOhNlPTLZCKeoINmKxXZB.pkg	UP9000-NPUJ01111_00-0000000000000001				180862304	
NPUJ01554	US	PSP	XS Junior League Football	http://zeus.dl.playstation.net/cdn/UP9000/NPUJ01554_00/wHLfoanQTKJcPnVCqxqSTawgLIgPdCKzxFwgXubWRjddUEnCztFIpVIzUUJznDdxzVNyiwQLuRpfBHttvckKMkeJVtAsbYnRsNjlX.pkg	UP9000-NPUJ01554_00-0000000000000001				32772208	
NPUI94900	US	PSP	UNKNOWN TITLE	http://zeus.dl.playstation.net/cdn/UP9000/NPUI94900_00/sbWE9gwk7yGqN9IxohaKm8vuXa5AYcs6WE5jfXwdS5i5gdpg5jMoQmqFX2K8yP7wdkygy7PR8tN4L3hIoIvOalK62AUTeFFCPBTdC.pkg	UP9000-NPUI94900_00-0000000000000001				489609120	
NPUI94199	US	PSP	Bloody Roar®	http://zeus.dl.playstation.net/cdn/UP9000/NPUI94199_00/TguU5dDeGSmWA9wFA6Fd0JBQop8QDQnjI5laPYLdUuPClRQM59bcUgVPQxWaOHlpKW6peKlcyMfq9WpAJXb8gUloyHvGPKgT3Qdw0.pkg	UP9000-NPUI94199_00-0000000000000001				327911824	
NPUJ94424	US	PSP	Bloody Roar™ 2	http://zeus.dl.playstation.net/cdn/UP9000/NPUJ94424_00/oMRGEROyVq7UkxaqAjBa5okkI4faSQI79VvNCO4pMnf8ulSKc5d18FBtDqqIG92889M4L90kLmA0LpFQgSJD37aGolDXcOfjsBUYS.pkg	UP9000-NPUJ94424_00-0000000000000001				326304080	
NPEG90008	EU	PSP	Demo fur Anfanger	http://zeus.dl.playstation.net/cdn/EP9000/NPEG90008_00/7h3Pu66NaqWUu2pQ0w5VTec1RlxrobymOSbgJ1J83Q7hdCYYxkxgH1y8iQNoV3I2Fl59GvRMJsOJ342EBpoT7xUaJtC3vfKlOSRI5.pkg	EP9000-NPEG90008_00-EG2BEGDEMO100001				31244256	
NPUJ00238	US	PSP	International Track & Field	http://zeus.dl.playstation.net/cdn/UP9000/NPUJ00238_00/hqXbnmDG8TA9HbC2raKr0i9muqLMSPVb727l0XKL0xYSwCDuKsteMtDtOuiikBBJ3G5mCAyIulfipW9Ko4hRUUREVg5xDh1Kc0SVE.pkg	UP9000-NPUJ00238_00-0000000000000001				73506176	
NPUI94358	US	PSP	Cool Boarders 2	http://zeus.dl.playstation.net/cdn/UP9000/NPUI94358_00/w3HUB6Xol5dUs0gY2Cf6tvaEIKywRQ6t0TFXC5tC8GXtFe0XeGVjBvprnA81oqT9K17GpQP67Nad8UTP65AjOOWV5gFYqgfh4iYwa.pkg	UP9000-NPUI94358_00-0000000000000001				142420528	
NPUJ01235	US	PSP	Rayman 2: The Great Escape®	http://zeus.dl.playstation.net/cdn/UP9000/NPUJ01235_00/W26PBvItFq3VQiWutuEhiaRCKsOGAHc9LEIIVFiKvv9crlvEcIKnPefHCy0VYPtFeCSjOik1GvnwP4e6bxQQRnSV4JeLCobMVEUAS.pkg	UP9000-NPUJ01235_00-0000000000000001				399242576	
NPUJ00232	US	PSP	Pandemonium!®	http://zeus.dl.playstation.net/cdn/UP9000/NPUJ00232_00/v9aB9IL8GMQTPmIFKucFVUEuRSHfCKErWBGSOAExoQoCLdFooC0993jwKTDwhjqhyHorc8pr3nhbIbOvOPoE3hmc8hOIQvwyVKqTA.pkg	UP9000-NPUJ00232_00-0000000000000001				86543856	
NPUJ01212	US	PSP	Metal Slug X™	http://zeus.dl.playstation.net/cdn/UP9000/NPUJ01212_00/HkjkhIE3UtslhEQaFqsvi4g3Ildbp9RJfk6wndrokliiXYteEgJGgK4WAl1VAWe61v5ivOV0ltV6V4kCMyrr41eg6N3yNFtwnIoY6.pkg	UP9000-NPUJ01212_00-0000000000000001				73740512	
NPUJ01332	US	PSP	The King of Fighters® '99	http://zeus.dl.playstation.net/cdn/UP9000/NPUJ01332_00/lmPVOXEPsccaIPkYPHw1Vw4dY3OgYGlsOaWREomIVsrfnO3f4gv5L3NnjJotmoK4HWOKQMO9wmsjLc6TrCEHySd63Cqc8qS4cEoKN.pkg	UP9000-NPUJ01332_00-0000000000000001				164515744	
NPUJ00029	US	PSP	Magic Carpet	http://zeus.dl.playstation.net/cdn/UP9000/NPUJ00029_00/P6YVMVI2kB1pigAWAR29byvqF4VwdveNbJEXFYiACep2IPOnwCLNMMNbPP18h4doOE0qWtYPhT2E32BQKSi2EFXeBPyag8RB6brbv.pkg	UP9000-NPUJ00029_00-0000000000000001				87465696	
NPUJ01084	US	PSP	Championship Bass	http://zeus.dl.playstation.net/cdn/UP9000/NPUJ01084_00/JqJj86WWudL6yN76qnID3jNYGCtTdQYJQ1aRss6bWPF3vIgggY4IiXnwLo3rcLFxkXL8bbQA230DldUhdgQbH5Oa9gbXKjwdP1oga.pkg	UP9000-NPUJ01084_00-0000000000000001				157608944	
NPUJ00157	US	PSP	Hi-Octane™: The Track Fights Back	http://zeus.dl.playstation.net/cdn/UP9000/NPUJ00157_00/pukjpvSVJ1GQ2HwA1hmBTpeRlQVXXvyPKELYvddmWSlJt5kqIAvpagvwtOyMY6u494RjUHYTjJ8HG22o8yXbYxcPaKK29v5XccblB.pkg	UP9000-NPUJ00157_00-0000000000000001				36090032	
NPJJ00604	JP	PSP	Tomba! 2	http://zeus.dl.playstation.net/cdn/JP0747/NPJJ00604_00/SIcNGTlOCQGXLytzJDHpmGqcqvEwmenzvTpdkgSyQaabfRmzAPppInDDrZoNHJhPYHpvtARefhmKsGSKdHNRVXKdRsrilyEYeHNXo.pkg	JP0747-NPJJ00604_00-0000000000000001				266216784	
NPUJ01286	US	PSP	Disney's The Little Mermaid II	http://zeus.dl.playstation.net/cdn/UP9000/NPUJ01286_00/UNLgOvVKPSmHIikdsGOMVsjWVwnfmcvQHKVxhDtHnhqmDNcRnAHfwwFUeGPJRAirWSdBgAEUxraqcdwLIvgpsBZqUHmmlVrSSjwFK.pkg	UP9000-NPUJ01286_00-0000000000000001				348540656	
NPUJ94643	US	PSP	Disney's Peter Pan: Return to Never Land	http://zeus.dl.playstation.net/cdn/UP9000/NPUJ94643_00/Tw8laDoanda9XX1QLB7pxkQpkaBuPw93Atfcf1ONqLVgFnaCsnfLsiEwiL4xwGqGJGmXAoPxud6Gi8n0CKkKVlXMdmMpEE4JwVeV1.pkg	UP9000-NPUJ94643_00-0000000000000001				366378032	
NPUJ01214	US	PSP	Disney•Pixar Toy Story Racer	http://zeus.dl.playstation.net/cdn/UP9000/NPUJ01214_00/9NKVjmvVwNKRBkirT86LXlc703Y9Xq76GY5rFmLN8rFOxHiCQkWpaqCrXwDGqmhnCpuL4u06cfkdHMhMepWG9xyDSVopi2hberaLj.pkg	UP9000-NPUJ01214_00-0000000000000001				143801712	
NPUJ94571	US	PSP	Disney's The Emperor's New Groove	http://zeus.dl.playstation.net/cdn/UP9000/NPUJ94571_00/m5hBwvuQN6ETWxF1rjDlSdObSiPGqwSrqqDAAkTnSPGguhOHXxMIlV87IuNYHE2Eaar5EhnIKhaihOnxDdrs10ywnCjvYXnrWmqOM.pkg	UP9000-NPUJ94571_00-0000000000000001				399168336	
NPUJ01412	US	PSP	Kickboxing™ (PSOne Classic)	http://zeus.dl.playstation.net/cdn/UP9000/NPUJ01412_00/RcRPTJwWoigWCEJhZMdfowhvLgNmlhWNvaernQzJyVdVOxDIWuusYELqQkLCgfgv.pkg	UP9000-NPUJ01412_00-0000000000000001				86445664	
NPUJ00431	US	PSP	Command & Conquer™: Red Alert™	http://zeus.dl.playstation.net/cdn/UP9000/NPUJ00431_00/9IEyr6gjyY6PY3RUqgb5ueRKArWPKM7pAqx8oc7YE8apqXUN6JyNrRJLL8YbxdMpBEM3X3excDwUvGKa6wCvCfbH6bKJUKu3SO5ju.pkg	UP9000-NPUJ00431_00-0000000000000001				1025463776	
NPHJ00030	ASIA	PSP	METAL SLUG	http://zeus.dl.playstation.net/cdn/HP0576/NPHJ00030_00/Wky1gdiOo0Llwf9iavLYQ3NJijyWyqnivqIpApub2UyO9gdOfgtTwXmP20UYhNcLeN1au7qcOqkJyUbrJruWQX3ynRy6N21OtyAN0.pkg	HP0576-NPHJ00030_00-0000000000000001				204355952	
NPJJ00476	JP	PSP	SuperLite1500シリーズ　コットン100％(PS3®･PSP®用)	http://zeus.dl.playstation.net/cdn/JP0571/NPJJ00476_00/EbbUvkAd28roam584Y1onHguclYY5Mpl8rR4jCtLHy4jOWuJM3e22Y8OVjsMLreUy6bkhLSHb9UVBCrKBGCyeBRK1vqOKMEpQRy0f.pkg	JP0571-NPJJ00476_00-0000000000000001				101698528	
NPJJ00420	JP	PSP	SuperLite1500シリーズ　おえかきパズル(PS3®･PSP®用)	http://zeus.dl.playstation.net/cdn/JP0571/NPJJ00420_00/NDX4cpsPEnhfYcRcCwLpcePwGNUcstYTUBbxYJvKSS8D9AQIteFmogYsNwmQlFnPPsU9TNHAcTLaAqH6O6YHjBs5YxhASHrFE37WM.pkg	JP0571-NPJJ00420_00-0000000000000001				10291536	
NPEF00134	EU	PSP	TEKKEN™ (ITA)	http://zeus.dl.playstation.net/cdn/EP0700/NPEF00134_00/gznzicQpfjUcLkHttvtPwawqbOFLXwgbyTzmiMnHYeQkwnHrOdiVFoyOHHvgUMsr.pkg	EP0700-NPEF00134_00-GTEKKENXXX000ITA				151501232	
NPEF00134	EU	PSP	TEKKEN™ (SPA)	http://zeus.dl.playstation.net/cdn/EP0700/NPEF00134_00/siuaFMYkBzjiDOqYtrNiDLnjfFphfpGlfUFxRITPdNcJjBIpazIJQRHLGbKvyDGi.pkg	EP0700-NPEF00134_00-GTEKKENXXX000SPA				151523552	
NPEF00134	EU	PSP	TEKKEN™ (FRE)	http://zeus.dl.playstation.net/cdn/EP0700/NPEF00134_00/KLmpwSgYVjwPXdOoEitQGxDZyhXkAxtxKXUtbaBoGwvjlROUeCrjeZQthlFklnKX.pkg	EP0700-NPEF00134_00-GTEKKENXXX000FRE				151527744	
NPEF00134	EU	PSP	TEKKEN™ (GER)	http://zeus.dl.playstation.net/cdn/EP0700/NPEF00134_00/gwlTspdiBhWEVWCfubgBrZhGCPSUBqfkMjFkQNviijDHhrDFuHGjstukIHifpBQC.pkg	EP0700-NPEF00134_00-GTEKKENXXX000GER				151509808	
NPJG00051	JP	PSP	YDP YUKIWARINOHANA	http://zeus.dl.playstation.net/cdn/JP9000/NPJG00051_00/dfu9AAjBcsYViIX8wdbtjNMHaUlRnRiFxifsC59loTxfNNnhMaRd4lrs7mbgRDDII67MwsKi2YQm3IYfItmpOiWbIOC7XxFiQETTH.pkg	JP9000-NPJG00051_00-0000000000000000				1230020672	
NPEF00058	EU	PSP	CREATURES 3 : Raised In Space	http://zeus.dl.playstation.net/cdn/EP4037/NPEF00058_00/lfmwOD07YQ9u4le3Q9oaaOIyqhrtDRxkA9k9C3V4vMONFnM9NJwvut9KLywtKs8rdh9B2hF2V3JwNbSMFbU8ceBlYn3uPJQexOnN0.pkg	EP4037-NPEF00058_00-GCREATURES000001				283243072	
NPUG30039	US	PSP	Zuma	http://zeus.dl.playstation.net/cdn/UP0017/NPUG30039_00/JGVBrx8XXt5Y21rhbw6W1CVreUxv5qVMJeUyofk0XUIIdV09KlndX6kHwVoYNTd49hkjqeDKmmWfCEfeOrDtvhFdofBvPh3twTOYw.pkg	UP0017-NPUG30039_00-ZUMAGAMEPSP00000				14605056	
NPJJ00778	JP	PSP	Hikari no Shima: Seven Lithographs in Shining Island	http://zeus.dl.playstation.net/cdn/JP0747/NPJJ00778_00/JP0747-NPJJ00778_00-0000000000000001_bg_1_fffa7cf288a8ec37fc345c5d821087427a95f7ae.pkg	JP0747-NPJJ00778_00-0000000000000001				489561904	
NPJI00055	JP	PSP	アディのおくりもの	http://zeus.dl.playstation.net/cdn/JP9000/NPJI00055_00/53bmyVSKGH2tlGxoslsgtP1f8OQcBqmiBwQyqCio8bnhfPHaXINS3ULr9INwftivPsHUtihdP6TxXPVAxA5fCOSMJ5cmBkyKihUSB.pkg	JP9000-NPJI00055_00-0000000000000001				69448176	
NPJJ00767	JP	PSP	Meremanoid	http://zeus.dl.playstation.net/cdn/JP0188/NPJJ00767_00/JP0188-NPJJ00767_00-0000000000000001_bg_1_1afbce3ea921070a74a67050e6e23ef219c5b6d7.pkg	JP0188-NPJJ00767_00-0000000000000001				204659376	
NPJJ00242	JP	PSP	Soumatou	http://zeus.dl.playstation.net/cdn/JP0325/NPJJ00242_00/eoNB0GdFwFdPDDF9KVnr5I8k54VDurCfR6oggEDYaSx6boQO82BHXffDbVWe0VpKg0hQoXUMvcQN6fVDGgBq6LcXSuyen2xFCci6q.pkg	JP0325-NPJJ00242_00-0000000000000001				446549744	
NPJJ00235	JP	PSP	Kagero	http://zeus.dl.playstation.net/cdn/JP0325/NPJJ00235_00/4FPuYA2rxGuDOKElOy8HqKqwGmU8J0xqsSujVLqOvxNWslH0rdovRVOyeydYgeRObEBhLwfR9o1LDa8tGJKiIlhyfilg0iuJJbiyt.pkg	JP0325-NPJJ00235_00-0000000000000001				283328672	
ULES01582	EU	PSP	FOOTBALL MANAGER HANDHELD 2013	http://zeus.dl.playstation.net/cdn/EP0177/ULES01582_00/xKKdVgshgCyGynVpZsdBvVNFeBUFeWjLBgYwxdvIRwjvZoKKvIzyelbufBYppOPD.pkg	EP0177-ULES01582_00-GPCFOOTBAL000001				36623392	
NPEF00036	EU	PSP	METAL GEAR SOLID	http://zeus.dl.playstation.net/cdn/EP0101/NPEF00036_00/cOBHFocEkaKcSGfjQzgOADjDHdXIzhdpirIZcdWvtgTOEsZcFHsufNKHOgxCPsab.pkg	EP0101-NPEF00036_00-GMETALGEAR000SPA				780867168	
NPEF00036	EU	PSP	METAL GEAR SOLID	http://zeus.dl.playstation.net/cdn/EP0101/NPEF00036_00/bwtqjVjxiOyhbdpwdUXlghdgxBmTjSkgbgDTKhGRqaTTXyNzrQJAUphyBpZjIvAF.pkg	EP0101-NPEF00036_00-GMETALGEAR000FRE				761572160	
NPEF00036	EU	PSP	METAL GEAR SOLID	http://zeus.dl.playstation.net/cdn/EP0101/NPEF00036_00/myGtjhpaAlkaPYpyaXFUwTKizpkRfevCBOAKcGpRnEFkoEoveHnKmXRuxJIdLFHE.pkg	EP0101-NPEF00036_00-GMETALGEAR000GER				765592400	
NPJH50681	JP	PSP	ＳＤガンダム ジージェネレーション オーバーワールド	http://zeus.dl.playstation.net/cdn/JP0700/NPJH50681_00/iKyBaMBkLXjrKPozerkBLxMnLcLSjWPBhTOKddPxFTDjDFkdHRESXyOqffPsiBCkUHUpSYrCaHqQdWIzwPldeeYfOolDIehwfkoYB.pkg	JP0700-NPJH50681_00-GGOVERWORLDDLG01				1682785040	
NPJH50695	JP	PSP	ＳＤガンダム ジージェネレーション ワールド	http://zeus.dl.playstation.net/cdn/JP0700/NPJH50695_00/rFJFHJzVjHiGdXTsnFOnxSpfwCAXVfwmWwKQpNhAjURQPrCHidWetNtSrmaJXDwczMqSwmYCcZJxmbgNWysGziVBuwzVXQBdKhBxv.pkg	JP0700-NPJH50695_00-GGENERATIONWORLD				1695267856	
NPEF00069	EU	PSP	FINAL FANTASY VII	http://zeus.dl.playstation.net/cdn/EP0082/NPEF00069_00/efXYk0YkNl2W4sKGKbevuMIPHt76dA8pTtxq21s0sBduFXfoeD4m6IfOJXycVaV5QS15y02VAs4fQbN3VTtRUAs8OevTP5rJkEMdA.pkg	EP0082-NPEF00069_00-GFINALFANG000001				1391821744	
NPEF00056	EU	PSP	James Pond 2 Codename Robocod	http://zeus.dl.playstation.net/cdn/EP4037/NPEF00056_00/NIvuKaTlPr9ui2wFPFeQCElJg0mSa4QYrjJTBSeJ8gnKyQvdbphpX45VaGMxX3Y06TtTpmocDsJKohRMpRLt4oNAyxILvvA0bEjlQ.pkg	EP4037-NPEF00056_00-GROBOCODJI000001				66706256	
NPJG00049	JP	PSP	ピポサルアカデミ～ア２	http://zeus.dl.playstation.net/cdn/JP9000/NPJG00049_00/nmKtHuQlhRfR50SM76RWLaFe77uuMYdoleqRsvaE7m0x3mai3hYwcfwX60leihJb2JvEMY2VTI8i4UKhSghkO1UUhL7NfOX0LxWsg.pkg	JP9000-NPJG00049_00-0000000000000000				308445376	
NPUJ01525	US	PSP	Mobile Light Force	http://zeus.dl.playstation.net/cdn/UP9000/NPUJ01525_00/KHrGAauCuGcNpq8iIYUTJJvvcAFDoVmSYGAdTmhKlEvT8StHeNj8K0KpcRyOysGbdgGuHQCoGqWhFbKjKT4vfkw6EsNws5rJsrF0x.pkg	UP9000-NPUJ01525_00-0000000000000001				71553104	
NPUJ00469	US	PSP	One™	http://zeus.dl.playstation.net/cdn/UP9000/NPUJ00469_00/vnucksxIWLkFaFp4bw7umYkQVr2DGyt5dGsjDmrIwyaNp30CsheP506nw5G3uCoSBWSdUulnEUuApD3vNlu77QgR5cdaAoOHeXPkD.pkg	UP9000-NPUJ00469_00-0000000000000001				38234176	
NPUJ01270	US	PSP	Medal of Honor Underground™	http://zeus.dl.playstation.net/cdn/UP9000/NPUJ01270_00/xUQaB5RHHEbw2FXwqaQH9inmkCsBM7BYs5pEiT4IFebfUCesWr3gXC5KwtTXF2dLCycGrImXhuQqnBrWq7Sc4mqPHwxPiPQgrVKO6.pkg	UP9000-NPUJ01270_00-0000000000000001				496091088	
NPUJ00270	US	PSP	Wing Commander IV®	http://zeus.dl.playstation.net/cdn/UP9000/NPUJ00270_00/WudIpRGTwnIk8LkWwknyDvEQMSFJM6mbgnKFiWF9970xDRbPoEr4nsl7P6OmVFRDQCJ9A7KkfdpI6DA82AbT5a5np7trTQn2GOGML.pkg	UP9000-NPUJ00270_00-0000000000000001				2417120528	
